,category,keywords,
0,Arts & Entertainment,"[('art', 0.027835962710216853), ('work', 0.007376938722824106), ('century', 0.004915506435666396), ('aesthetic', 0.004611443643585636), ('many', 0.00406430205759208), ('artist', 0.004022519885428269), ('human', 0.003896202669552554), ('arts', 0.0038841999338450135), ('forms', 0.003607866998094796), ('craft', 0.0035972834684103797), ('form', 0.0034196989154394626), ('skill', 0.003322350904378028), ('example', 0.003053380484161361), ('world', 0.003017706262291186), ('works', 0.0029314895804319514), ('public', 0.0029126680588755956), ('time', 0.0027951173442999472), ('artistic', 0.002784865136344145), ('artists', 0.0027739678914895306), ('ancient', 0.0027671534813780052), ('general', 0.002681392845909286), ('crafts', 0.0026558567475588137), ('goods', 0.0026505072532843803), ('history', 0.0026011603337150304), ('modern', 0.0025793785389568126), ('new', 0.002498262634688247), ('much', 0.0024903926914392653), ('religious', 0.0024671374726188415), ('theory', 0.00245760943698517), ('criticism', 0.002405299600470078), ('value', 0.0023227028107180208), ('paintings', 0.0022987030439862483), ('media', 0.0022847911609883806), ('social', 0.0022316787453681543), ('painting', 0.002140644973197431), ('way', 0.0021064569282434427), ('use', 0.0021002304040532854), ('western', 0.002095423760790056), ('content', 0.002006775936738614), ('emphasis', 0.0019996283180768247), ('different', 0.0019940203243084846), ('objects', 0.0019799874605418177), ('years', 0.0019785874065318156), ('idea', 0.0019776083111471355), ('visual', 0.0019670941019371536), ('production', 0.0019338988674887751), ('interpretation', 0.0019293292162130171), ('20th', 0.0019044687660787927), ('view', 0.0018608360363765095), ('ideas', 0.0018367345067605396), ('today', 0.001807186970880834), ('language', 0.001799156521021426), ('medium', 0.0017883685139140908), ('something', 0.001783994537070308), ('object', 0.001771289839564726), ('controversy', 0.0017550013728688735), ('skills', 0.001737383427304437), ('small', 0.0017304713870305022), ('conceptual', 0.0017195351043373388), ('activities', 0.0017158791617295239), ('sense', 0.0016847731842227313), ('creative', 0.0016822655421395473), ('video', 0.0016475932437350217), ('important', 0.001628837575073757), ('royal', 0.0016254614241652662), ('term', 0.0016232400811167066), ('literary', 0.0016169625203981918), ('society', 0.001616282806398817), ('physical', 0.0015961022514612898), ('purpose', 0.001591357866171499), ('influence', 0.0015815159246936343), ('people', 0.0015704309457092913), ('experience', 0.0015695966848152966), ('poetry', 0.0015694724884910032), ('definition', 0.0015536404747178228), ('terms', 0.0015523825407909692), ('humans', 0.0015482138344988538), ('certain', 0.0015348209264253085), ('cultures', 0.0015291047371334102), ('images', 0.001528336911832799), ('fine', 0.0015163827601036874), ('traditional', 0.001512580245518111), ('status', 0.0014951138823500532), ('debate', 0.0014851069290152516), ('duchamp', 0.0014603612550908585), ('philosophy', 0.0014592704967057548), ('glass', 0.0014376610845445372), ('styles', 0.0014304010398345807), ('reasons', 0.0014199421070150795), ('pottery', 0.0014179145656005518), ('contemporary', 0.0014071428463209624), ('culture', 0.0013916153221946745), ('music', 0.0013503267877100558), ('intentions', 0.0013458672004575665), ('nature', 0.0013434779018265362), ('composition', 0.0013352339076790946), ('ability', 0.001328744661604848), ('significance', 0.0013195019830504707), ('truth', 0.00131060858000281), ('industry', 0.0013061054589877605)]",
1,Arts & Entertainment>Celebrities & Entertainment News,"[('media', 0.011456764863918535), ('wealth', 0.008179212681163332), ('mass', 0.006046118581641238), ('news', 0.0056494370266492846), ('celebrities', 0.005595765483345833), ('many', 0.004813782583290749), ('celebrity', 0.004710506963157185), ('people', 0.004566573882319511), ('public', 0.004035417449293672), ('information', 0.0038262555586253133), ('social', 0.0033857690681670634), ('television', 0.0033782696370958675), ('example', 0.003281758510134776), ('fame', 0.0031143370904160145), ('term', 0.0030811575598405287), ('world', 0.002803498516192062), ('internet', 0.0027695148940157844), ('business', 0.0025673913511723772), ('entertainment', 0.0025313767917747943), ('film', 0.0025308924580048323), ('society', 0.002515927746301909), ('music', 0.00245552377627539), ('value', 0.0022834268903952682), ('class', 0.002233346900945272), ('personal', 0.002128923464520885), ('content', 0.0021082907835939663), ('time', 0.0020838336837672995), ('infotainment', 0.002035297742306139), ('famous', 0.001952154159596459), ('popular', 0.0019296379423544014), ('mobile', 0.001907311547687225), ('century', 0.0018966005644923084), ('stories', 0.0018878715306403207), ('games', 0.0018363035465329268), ('capital', 0.0018309926756142636), ('modern', 0.001798036578575465), ('form', 0.0017760892366241263), ('various', 0.0017702087406304022), ('different', 0.0017542178872779924), ('video', 0.0017261923653282218), ('movie', 0.001717007935760761), ('way', 0.0017043612159410148), ('human', 0.001698700919357871), ('radio', 0.0016869772569750529), ('important', 0.0016451650417177602), ('general', 0.0016414422844096225), ('individual', 0.0016397581377059303), ('due', 0.0016224948713314286), ('audience', 0.0016120604685850581), ('web', 0.0016082538925451552), ('first', 0.0015931135895724598), ('production', 0.0015867964728240663), ('money', 0.0015836771348136758), ('medium', 0.0015809237874756634), ('common', 0.0015745946474165775), ('assets', 0.0015650282730544636), ('journalism', 0.0015439006591216212), ('income', 0.0015297362878661184), ('power', 0.0015259701547265072), ('advertising', 0.0015247975964165794), ('land', 0.001521875972477223), ('new', 0.0015184494687207628), ('communication', 0.0015118978617537902), ('number', 0.0015099160759389234), ('book', 0.0014859238606968494), ('broadcast', 0.0014690328618093666), ('sports', 0.0014603808737716612), ('states', 0.0014358428681790145), ('person', 0.0014222472169305826), ('events', 0.0014152013404801756), ('invention', 0.001409927808605577), ('economics', 0.0014046241951426422), ('group', 0.00140322314202086), ('tv', 0.001392203306674091), ('particular', 0.0013551093828567673), ('others', 0.001349625314660596), ('individuals', 0.0013338735242270634), ('net', 0.0013193594768612586), ('story', 0.0013187603581168738), ('worth', 0.0013132165387516675), ('john', 0.0013059015581359183), ('magazines', 0.001298799431013908), ('books', 0.001285453851485769), ('theory', 0.0012816149123235907), ('large', 0.001278539496829986), ('united', 0.0012736101791891235), ('use', 0.0012703611010996749), ('newspapers', 0.001269701367616037), ('channels', 0.0012612710601454732), ('life', 0.0012526211592089173), ('local', 0.0012369605391489551), ('political', 0.001228914342276891), ('%', 0.0012185861328205601), ('role', 0.0011969621563273582), ('families', 0.0011868319277656505), ('state', 0.0011848016520699524), ('game', 0.001180903458093976), ('similar', 0.0011776045078424316), ('available', 0.0011673935733268975), ('issues', 0.0011612261895762427)]",
2,Arts & Entertainment>Comics & Animation,"[('comics', 0.02591241385965076), ('animation', 0.015552835209117117), ('film', 0.012175460131742793), ('images', 0.00626601581558809), ('comic', 0.006229819490360969), ('term', 0.006183854467235749), ('films', 0.005256976588612227), ('first', 0.004928504628370669), ('century', 0.004775387422068867), ('books', 0.004608266882293131), ('japanese', 0.004541849342348479), ('strips', 0.0044917612656949), ('early', 0.004344414298557702), ('animators', 0.004328639099558893), ('different', 0.0040315390456983815), ('computer', 0.0040073937841583395), ('american', 0.0039036567348475224), ('characters', 0.0038261756877171842), ('motion', 0.003577209423337146), ('popular', 0.0035094409043764704), ('japan', 0.0034668234371055813), ('movement', 0.003420595210907243), ('common', 0.0033639053036984973), ('history', 0.003332270742552401), ('artists', 0.0032869828636255824), ('picture', 0.003143537486231295), ('use', 0.0031131644569755384), ('animated', 0.0029765088958749577), ('cartoons', 0.0028953509403245605), ('mccloud', 0.0026904542574655776), ('medium', 0.0026827535257129376), ('success', 0.0026306820826318355), ('manga', 0.002598092728446989), ('techniques', 0.002575979433559452), ('many', 0.0024183638762742547), ('magazines', 0.002406145066268413), ('character', 0.0023636103432121817), ('media', 0.0022921614544615635), ('image', 0.002266447246826195), ('sequential', 0.0022575457142598623), ('culture', 0.0022544017470575457), ('traditional', 0.0022436864805884106), ('effects', 0.0022378935971168645), ('20th', 0.0022110423124508042), ('public', 0.0021965792561658435), ('sequences', 0.0021867609072172564), ('awards', 0.002185687275119906), ('process', 0.0021828097216627113), ('drawings', 0.002166457316458131), ('magazine', 0.002128351106589874), ('book', 0.0021201643546004513), ('speech', 0.0021172080371986137), ('newspaper', 0.0021097054026040702), ('time', 0.0020867049857718266), ('award', 0.0020393179171925915), ('digital', 0.0020278630972103617), ('attention', 0.0020221954212444834), ('production', 0.002021259308315261), ('form', 0.002015296703395293), ('pictures', 0.002012782357638812), ('balloons', 0.002011318823525416), ('new', 0.0020112648122386926), ('feature', 0.0020003313449225447), ('definition', 0.0019815217780773096), ('feature-length', 0.0019247240537086099), ('theories', 0.001919965318770949), ('french', 0.0018890887011949514), ('art', 0.001881559533848918), ('modern', 0.0018571930041821174), ('work', 0.0018532782138534903), ('content', 0.0018223208452256196), ('prominent', 0.001811003592714618), ('european', 0.0017829797661629973), ('strip', 0.0017805116105164246), ('world', 0.0017763734297889726), ('chinese', 0.001749808595678722), ('words', 0.0017482307999754307), ('humorous', 0.0017275652184072302), ('graphic', 0.0017242659726078877), ('action', 0.001719305598452225), ('field', 0.0016786535000687158), ('combination', 0.0016772387848797655), ('mainstream', 0.0016574192535076663), ('genres', 0.001645890125092468), ('objects', 0.0016391926324673674), ('cultures', 0.0016119632540706414), ('france', 0.0016059761914249938), ('sales', 0.0016019819566127527), ('audiences', 0.0016009212181651107), ('animator', 0.0015940438442355854), ('create', 0.0015936465867048206), ('page', 0.0015870599242162045), ('phenakistoscope', 0.001575870739682259), ('mesh', 0.001574345865950044), ('panel', 0.0015601513667134969), ('theorists', 0.0015600014198693648), ('figures', 0.001558042124766514), ('industry', 0.0015500506314305577), ('single', 0.0015396264490112092), ('formats', 0.0015364379173286437)]",
3,Arts & Entertainment>Comics & Animation>Anime & Manga,"[('anime', 0.016717150584608723), ('animation', 0.014041933564561213), ('japanese', 0.01016473073752113), ('film', 0.007204174884266571), ('series', 0.005403562200730816), ('fans', 0.004992509888815963), ('many', 0.004905896494571583), ('japan', 0.0048695775511237195), ('manga', 0.0046955535906795165), ('first', 0.004033318431154088), ('work', 0.0039004281645103845), ('films', 0.003720025514622024), ('animators', 0.0036955579079213535), ('industry', 0.003416591281269945), ('production', 0.0032379077223272253), ('art', 0.0030017024651966856), ('characters', 0.0029857562310859464), ('artists', 0.0029744301004397088), ('media', 0.002784623357933813), ('american', 0.0026560579557515906), ('term', 0.0026540223426298943), ('studio', 0.0026261404823960904), ('popularity', 0.002559003952568655), ('computer', 0.002543130000765997), ('television', 0.002511651154737772), ('popular', 0.00248951837862488), ('fan', 0.002473740445536282), ('people', 0.002443966946414931), ('cartoons', 0.002408952827653706), ('different', 0.002354633148799771), ('generation', 0.002290738733258082), ('works', 0.0021964125577764943), ('artist', 0.0021918864089811186), ('techniques', 0.0021768385142555365), ('style', 0.0021236209928665504), ('comic', 0.002082459555224426), ('form', 0.002072517058594853), ('motion', 0.0020207262112842575), ('character', 0.0020106733244644507), ('color', 0.001992425004975322), ('century', 0.0019890415723340786), ('early', 0.001967241742552195), ('animated', 0.0019510637754004754), ('internet', 0.0019290470079356592), ('english', 0.0019285746423104903), ('new', 0.0018972027803121304), ('culture', 0.0018969099051574163), ('market', 0.0018923986303696497), ('u.s.', 0.0018407841730924098), ('example', 0.001817850035957979), ('cartoonists', 0.0018112738561779727), ('major', 0.0017892127159146193), ('children', 0.0017800380972908265), ('united', 0.0017708710179801773), ('video', 0.0017678471111399249), ('states', 0.0017645598558955337), ('companies', 0.0017615699044809224), ('process', 0.0017578944771873644), ('eyes', 0.0017464785944139736), ('movement', 0.0017364169446405975), ('productions', 0.0017228145699944473), ('images', 0.0017095927692534372), ('awards', 0.001705612884088463), ('studios', 0.001673810399486371), ('visual', 0.0016387305303469759), ('format', 0.0016095786601731756), ('several', 0.0015813569969837444), ('common', 0.0015811445386134176), ('feature', 0.0015517818436738078), ('western', 0.0015399798049969013), ('success', 0.0015303337818479183), ('cartoonist', 0.0015099366767685073), ('variety', 0.0015095489398372383), ('use', 0.0014983541626045406), ('genres', 0.0014909983901806151), ('large', 0.0014730321218987567), ('due', 0.001465861562418096), ('audiences', 0.0014607771951000558), ('cel', 0.0014146070400075338), ('digital', 0.0013994318069489918), ('create', 0.001399279573013747), ('effects', 0.0013700056933948948), ('year', 0.0013634084820811885), ('genre', 0.0013518600500617404), ('otaku', 0.0013301914720405287), ('way', 0.0013176042507740122), ('real', 0.00131259898726834), ('live-action', 0.0013091225467618296), ('medium', 0.0012969369467345558), ('book', 0.0012936465251301972), ('tezuka', 0.0012891824346538826), ('comics', 0.0012743655932091948), ('time', 0.0012701618925944722), ('john', 0.0012521507079209632), ('%', 0.0012466375773754208), ('creation', 0.0012288218371826597), ('language', 0.0012232797837946814), ('company', 0.0012111993588138018), ('cartoon', 0.001210632636524175), ('diverse', 0.001197258495014096)]",
4,Arts & Entertainment>Comics & Animation>Cartoons,"[('cartoons', 0.017015081578064698), ('cartoon', 0.004720998525714124), ('series', 0.004679224099942739), ('newspaper', 0.003886089922507554), ('jyllands-posten', 0.003859190153924329), ('islam', 0.003521193142200294), ('political', 0.0035174187665764204), ('islamic', 0.0034957647140655764), ('muslim', 0.0034690915293379885), ('many', 0.0034086034769558312), ('illustration', 0.0032402360731973974), ('speech', 0.0029130179349851917), ('religious', 0.0028719562502995738), ('world', 0.002736882736906906), ('cartoonists', 0.0025645106880642), ('freedom', 0.002540403361778417), ('public', 0.002531018501256937), ('controversy', 0.002521464087250177), ('minister', 0.002376027305956519), ('countries', 0.0022993024467936316), ('new', 0.00229682795166048), ('paramount', 0.002293613836503419), ('government', 0.0022114246850595764), ('day', 0.002022291109184909), ('first', 0.0019859908901715202), ('fleischers', 0.0019001755224328156), ('century', 0.0018984333589391572), ('society', 0.001894629859130388), ('newspapers', 0.0018926457192044693), ('group', 0.001873665510374714), ('comic', 0.0018612561424393734), ('rights', 0.0018099468101041892), ('people', 0.0017987141865443625), ('cartoonist', 0.0017511990998919141), ('images', 0.0017162277664864768), ('prophet', 0.0017096214312285352), ('editorial', 0.0016970278647849308), ('right', 0.001696782845908638), ('illustrators', 0.0016953543711155047), ('shorts', 0.0016904898684137653), ('issue', 0.001689499437062844), ('book', 0.0016839517163884507), ('western', 0.0016552419448465096), ('time', 0.0016481703312785857), ('publication', 0.001642175857104925), ('fleischer', 0.0016285939638749358), ('middle', 0.0016206373359007257), ('united', 0.001577806782367695), ('expression', 0.0015428304128889145), ('part', 0.001509066262983242), ('violent', 0.0014916297839009636), ('february', 0.0014853571380612344), ('response', 0.001484920114237488), ('release', 0.0014841056588255574), ('video', 0.0014787696750528632), ('work', 0.0014622269852875213), ('free', 0.0014311600471137702), ('case', 0.001418813174403736), ('dossier', 0.001414152092522992), ('media', 0.0014131140196534625), ('letter', 0.00140559625620016), ('protests', 0.0013861504869080398), ('west', 0.0013721504861241944), ('film', 0.0013692227581875416), ('debate', 0.0013581415785085757), ('story', 0.0013452328516374247), ('short', 0.0013347972116229052), ('famous', 0.0013335867792595533), ('animation', 0.0013145669018542708), ('imams', 0.0013063142742956008), ('comics', 0.0013048546565914497), ('studios', 0.0012920727732839616), ('laws', 0.0012898808999879184), ('boycott', 0.0012889903022481163), ('television', 0.0012885452081558711), ('press', 0.0012825833474400697), ('party', 0.0012731700204280652), ('action', 0.0012561261346782195), ('drawings', 0.001247187798863625), ('international', 0.0012398075255747746), ('major', 0.0012276877376172462), ('way', 0.0012214977190018832), ('european', 0.001220435475154372), ('prime', 0.00121942652749674), ('satire', 0.0012001011612859948), ('reaction', 0.0011995081613643268), ('incident', 0.0011929756806892439), ('art', 0.001190686707855309), ('several', 0.0011862417904585454), ('warner', 0.0011859451813004288), ('end', 0.0011839631963766995), ('europe', 0.0011834055590009792), ('dvd', 0.001183220140395633), ('films', 0.0011820826154873931), ('studio', 0.0011748142859181587)]",
5,Arts & Entertainment>Comics & Animation>Comics,"[('comics', 0.02692887039101495), ('comic', 0.011946569904073048), ('books', 0.007157232843927351), ('tarzan', 0.006953094523034169), ('book', 0.006077389352533632), ('series', 0.005294058060307322), ('american', 0.004311345406259439), ('first', 0.0038781815639511966), ('stories', 0.0037575049080336453), ('new', 0.003645259599478352), ('many', 0.0033831793210531186), ('term', 0.0032589541288653863), ('art', 0.0032227381331059405), ('popular', 0.003128808086670131), ('strips', 0.0031140793699537196), ('form', 0.0029938186127321732), ('strip', 0.0029236579820435954), ('publishers', 0.0028065667447384375), ('character', 0.002793542029396596), ('story', 0.002715335650577368), ('british', 0.0026852764408736942), ('characters', 0.0026150378183750376), ('century', 0.0025810098394933637), ('adventure', 0.002557217127971734), ('manga', 0.0024993953757717208), ('issues', 0.0024979847070211608), ('issue', 0.0024524044088970235), ('studies', 0.0024448734664461), ('japanese', 0.0024431739201169183), ('marvel', 0.0024205282260768317), ('dc', 0.0023148342722181347), ('common', 0.0023114431118811635), ('original', 0.002296315290459954), ('early', 0.0022193835732302073), ('images', 0.0021879931120946175), ('university', 0.002163590614255775), ('pages', 0.0020913262527464103), ('magazine', 0.0020746397178610684), ('medium', 0.0020570613639784227), ('work', 0.0020520064891854325), ('culture', 0.0020290793365368236), ('image', 0.002011494147291912), ('titles', 0.00191272265616894), ('artist', 0.0019107678803701453), ('page', 0.0018999888329073293), ('writer', 0.0018967810425619637), ('graphic', 0.001886833331550278), ('artists', 0.0018662822488830987), ('format', 0.0018514403069566287), ('use', 0.0018488316127506772), ('history', 0.0018315031811276447), ('others', 0.0018247922543644832), ('english', 0.0017961612092307771), ('novel', 0.0017458755352778709), ('sequential', 0.0017449630648753254), ('superman', 0.0017300145100232842), ('number', 0.0017293782372722894), ('time', 0.0016564233272318893), ('burroughs', 0.001652429738812007), ('title', 0.001647305325695249), ('film', 0.001644245850664973), ('feature', 0.0016440655833060804), ('narrative', 0.0016209431248156443), ('content', 0.0016121580143672223), ('readers', 0.0015937019627587463), ('international', 0.0015599441314320744), ('public', 0.0015445615439730177), ('style', 0.0015426370252120195), ('balloons', 0.001518546334788092), ('conference', 0.0015074013142939073), ('years', 0.0014920747242332135), ('cover', 0.0014899754483664867), ('market', 0.0014788448118043533), ('western', 0.001470083818025953), ('legion', 0.0014426523127054026), ('theories', 0.00143857703363586), ('publication', 0.0014268297325643912), ('picture', 0.0013951127683313725), ('team', 0.0013914047249922584), ('superhero', 0.0013810781244004882), ('press', 0.0013731393248935576), ('panels', 0.001371336547001291), ('mccloud', 0.0013644733800534205), ('novels', 0.0013625528767598834), ('media', 0.001350742496955432), ('magazines', 0.0013303467416844678), ('european', 0.0013273958119017226), ('version', 0.0013268112722268676), ('john', 0.0013191143780767467), ('cartoons', 0.0013122202584652778), ('way', 0.00129154223347632), ('joe', 0.0012706601817878082), ('speech', 0.0012631086099777957), ('artwork', 0.0012575189587054954), ('appearance', 0.0012551765463067002), ('copies', 0.0012502696696399971), ('code', 0.0012468725466712536), ('age', 0.0012423758195804363), ('mainstream', 0.0012361337822374724), ('success', 0.0012348031964983302)]",
6,Arts & Entertainment>Entertainment Industry,"[('entertainment', 0.0126498882726498), ('game', 0.008157095825585728), ('games', 0.007848143756429548), ('example', 0.006573605905368787), ('industry', 0.006468383420495895), ('video', 0.004787609360842002), ('many', 0.004742798681217454), ('sex', 0.004149258218033467), ('audience', 0.00389709383007852), ('world', 0.003709854017228284), ('forms', 0.003394310386824796), ('development', 0.0033695978987868264), ('century', 0.0033319902169859934), ('music', 0.003329561597428741), ('public', 0.003163306283992551), ('film', 0.002967980162513764), ('people', 0.0028098825711117383), ('dance', 0.0027448038415198526), ('popular', 0.0025314141320093462), ('stories', 0.0025217156755494626), ('sexual', 0.002478503742623586), ('form', 0.002403252431000786), ('time', 0.0023985094333683807), ('audiences', 0.002382393654800688), ('performance', 0.0023741513149024363), ('theatre', 0.002350319046574826), ('part', 0.002316341210329419), ('developers', 0.002268409405944877), ('important', 0.002261389782189022), ('new', 0.002256742905607688), ('prostitution', 0.002246582705237496), ('first', 0.001920769081076098), ('children', 0.001918549510122346), ('media', 0.001914631494124721), ('pornography', 0.0019102926044705492), ('global', 0.0019099837176714516), ('cultural', 0.0018178210214186432), ('performances', 0.0017344950213007994), ('countries', 0.001702706052330119), ('entertainments', 0.001692266074836881), ('court', 0.0016545912995132755), ('largest', 0.0016496742697119727), ('others', 0.0016289687219756233), ('console', 0.001619317446693597), ('series', 0.0016108286585406028), ('services', 0.001596408897256973), ('traditional', 0.001595320720262303), ('television', 0.001594354074701178), ('events', 0.0015624225497966563), ('times', 0.0015552732133228956), ('sports', 0.0015529118281563986), ('women', 0.0015524895122181288), ('large', 0.0015486607083421845), ('modern', 0.0015354757964135856), ('type', 0.0015069786712524186), ('social', 0.0014953002936304322), ('international', 0.0014725071956422475), ('technology', 0.0014609002187745688), ('years', 0.0014568017631276175), ('animals', 0.0014494330624564423), ('work', 0.0014458163591892813), ('dances', 0.0014371060014261383), ('revenue', 0.0014262003465517238), ('films', 0.0014133962708857916), ('human', 0.0014038455603422953), ('different', 0.0013950666734312608), ('way', 0.001377165222829043), ('activities', 0.0013692240977243044), ('use', 0.0013348253080855425), ('publishers', 0.0013284820376198365), ('purposes', 0.0013265036574900528), ('various', 0.001311065479372491), ('men', 0.0013009899926733274), ('design', 0.0012990563728704997), ('sport', 0.0012900854424346402), ('purpose', 0.00128820018957572), ('tradition', 0.0012837853704035678), ('culture', 0.0012527018084598238), ('business', 0.0012517211749758382), ('home', 0.0012487060730769048), ('online', 0.0012140878968992094), ('europe', 0.0012100630962272494), ('computer', 0.0012077411014287686), ('show', 0.0011963848365809148), ('players', 0.0011915966026563461), ('buildings', 0.0011814483720396732), ('create', 0.0011608130289006919), ('major', 0.0011602301072054905), ('arts', 0.0011543292165632003), ('american', 0.0011459571936925548), ('interactive', 0.0011450209991384268), ('history', 0.0011443600474525077), ('year', 0.0011324266806652078), ('city', 0.0011274727583926725), ('play', 0.0011262939616225028), ('examples', 0.0011258950802953006), ('variety', 0.0011185809865246238), ('fire', 0.0011150122585644043), ('wide', 0.0010977966912456604), ('ancient', 0.0010870742380186945)]",
7,Arts & Entertainment>Entertainment Industry>Film & TV Industry,"[('film', 0.018484364507176356), ('films', 0.007327735908668002), ('cinema', 0.005427129702015021), ('actors', 0.0050136562548457), ('camera', 0.005003611428903935), ('production', 0.0039688102517254405), ('first', 0.003885340466457522), ('industry', 0.003750499918389396), ('stage', 0.0034933182542571228), ('movie', 0.0031937049098670453), ('hollywood', 0.003171321445281766), ('movies', 0.0030472125102974862), ('many', 0.0030449397471516335), ('motion', 0.0029856166048934252), ('time', 0.0029293961914125897), ('image', 0.0027591698060127766), ('theatre', 0.002692992211933853), ('world', 0.002659200183361822), ('shot', 0.0026588530824181752), ('studios', 0.0025151173997628707), ('actor', 0.002445233995380718), ('indian', 0.0023689596851101695), ('sound', 0.002195737875550352), ('audience', 0.0021666659210617207), ('digital', 0.002155758420044201), ('picture', 0.002154380523587079), ('new', 0.0020814541208264976), ('women', 0.002049929020850473), ('company', 0.0020373491576615023), ('century', 0.0020098002195451524), ('action', 0.00198855208853863), ('different', 0.0019687241003094897), ('cinematography', 0.0019534667212680484), ('several', 0.0019277766821052139), ('directors', 0.0019032761519683138), ('director', 0.001898181073886453), ('color', 0.001888588125032827), ('popular', 0.0018266242062467569), ('actress', 0.0017578101058202877), ('drama', 0.0017448052666220156), ('major', 0.0017428919338391797), ('early', 0.0017405626173737203), ('light', 0.0017189450594773234), ('largest', 0.0016524428399801612), ('radio', 0.0016477409921568248), ('second', 0.0016343469038047206), ('large', 0.001630828630451869), ('focus', 0.0016223833720004394), ('roles', 0.0016215629964131232), ('number', 0.0016201889697016832), ('plays', 0.0015962364457579137), ('international', 0.001592776930823488), ('effect', 0.0015877689533645284), ('photography', 0.00156372776334002), ('television', 0.0015474274294023666), ('cameras', 0.001543873972497436), ('silent', 0.0014810883849339352), ('speed', 0.001479846710615022), ('pictures', 0.0014728987230572766), ('year', 0.0014559215758372063), ('market', 0.0014495298338286062), ('years', 0.0014334042991823311), ('development', 0.0014265262298553505), ('studio', 0.0014076067856763183), ('crew', 0.0013983677280812827), ('person', 0.0013910861776693965), ('europe', 0.001387780785404257), ('united', 0.0013741461050432383), ('use', 0.0013625184725339992), ('productions', 0.0013497422882319662), ('role', 0.0013228875362496953), ('process', 0.0013177737578525617), ('terms', 0.00131029028105205), ('earliest', 0.0012958792015786561), ('term', 0.0012913949914426094), ('distribution', 0.001289870693697242), ('feature', 0.0012884982061492172), ('story', 0.0012875324086314406), ('period', 0.0012822505808873638), ('field', 0.0012822432658637956), ('states', 0.0012789147699109858), ('late', 0.0012766587067889856), ('stars', 0.001274869662788009), ('companies', 0.0012665416448082614), ('countries', 0.0012658119854291972), ('audiences', 0.0012601832766862954), ('video', 0.0012440358065360525), ('male', 0.00124056319242247), ('entertainment', 0.0012360530744152253), ('example', 0.0012233068228346708), ('ratio', 0.0011930452801033275), ('office', 0.0011738527771870356), ('country', 0.0011641168500560566), ('techniques', 0.0011613280312354202), ('nigerian', 0.001149822646777226), ('india', 0.0011469161304064391), ('american', 0.001143212807418509), ('independent', 0.0011398152759454965), ('best', 0.0011352631305972959), ('female', 0.001131005577128826)]",
