,category,keywords,pageid
0,Arts & Entertainment,"[('art', 0.027569454752468595), ('work', 0.007376760921802181), ('century', 0.004915380221637468), ('aesthetic', 0.00461059134786883), ('many', 0.004064157806448614), ('artist', 0.004022371721026968), ('arts', 0.0038840572626019816), ('human', 0.003827058442431583), ('craft', 0.0036739748717362643), ('forms', 0.003607729239121345), ('form', 0.003422294054235203), ('skill', 0.0033233508359487344), ('example', 0.003053372173151033), ('world', 0.0030175701852530696), ('works', 0.002931345112307795), ('public', 0.002912520722579805), ('time', 0.0027951207513917525), ('artistic', 0.002784704936372292), ('artists', 0.0027737836201268107), ('ancient', 0.002767012960593355), ('general', 0.0026805332126539675), ('crafts', 0.0026575670450684624), ('goods', 0.002652290454444972), ('history', 0.0026003079525932747), ('modern', 0.002579237340573736), ('new', 0.0024982566966715984), ('much', 0.002490271242848007), ('religious', 0.002467007399684542), ('theory', 0.0024574649405601856), ('criticism', 0.0024051554639595604), ('value', 0.0023218361448559834), ('paintings', 0.002298693811264129), ('media', 0.0022847809864060347), ('social', 0.0022349932779020918), ('painting', 0.002140513374017691), ('way', 0.0021082480713617365), ('use', 0.002100100776835098), ('western', 0.002095293270080341), ('content', 0.002006649208951766), ('emphasis', 0.0019996337389093653), ('different', 0.0019931477336244587), ('objects', 0.001979858335248446), ('years', 0.0019785879550527096), ('idea', 0.001977465957871873), ('visual', 0.0019663700091185256), ('production', 0.0019356629816874623), ('interpretation', 0.001929197866664619), ('20th', 0.001904341404587377), ('view', 0.0018599647764832303), ('ideas', 0.0018366068451665758), ('today', 0.0018071788392047595), ('language', 0.0017991541810021118), ('medium', 0.001788223050081537), ('something', 0.0017838605374536187), ('object', 0.0017711467343341314), ('controversy', 0.001754869633210301), ('skills', 0.0017373194617079507), ('small', 0.0017304159652954062), ('conceptual', 0.0017194027030680644), ('activities', 0.001718582136474403), ('sense', 0.001684600309833737), ('creative', 0.0016821227648683478), ('video', 0.0016474518670988873), ('important', 0.001632293818537571), ('royal', 0.0016254628540208378), ('term', 0.00162504245008996), ('society', 0.0016197360537984443), ('literary', 0.001616813801797946), ('physical', 0.0015953746639873372), ('purpose', 0.001591228536678094), ('influence', 0.0015813853362745616), ('people', 0.0015723129571966381), ('poetry', 0.0015693407954274858), ('experience', 0.001568720576649611), ('definition', 0.0015535135341949071), ('terms', 0.0015522514893930477), ('humans', 0.0015473523825433647), ('certain', 0.001536650854491617), ('cultures', 0.0015289714807408376), ('images', 0.0015283403571160706), ('fine', 0.001515518574316306), ('traditional', 0.0015118148056005802), ('status', 0.001496911588817026), ('debate', 0.0014849749589933715), ('duchamp', 0.001460230675316176), ('philosophy', 0.001459142897437762), ('glass', 0.001439470342881943), ('styles', 0.0014302671038940611), ('pottery', 0.0014198343079798465), ('reasons', 0.0014198101065758288), ('contemporary', 0.0014070147998277922), ('culture', 0.001390754231428972), ('music', 0.0013503247771095533), ('intentions', 0.001345737510502005), ('nature', 0.0013433482449300446), ('composition', 0.0013352345612857486), ('ability', 0.0013287196741541675), ('significance', 0.001319506861842041), ('truth', 0.0013105972090653114), ('industry', 0.0013079843593444558)]","[752, 261177, 3173414, 27878428, 19260597]"
1,Arts & Entertainment>Celebrities & Entertainment News,"[('beckham', 0.015703956931649273), ('media', 0.008304340726665322), ('wealth', 0.005168161613263137), ('news', 0.004885988621848412), ('mass', 0.00384795745248165), ('world', 0.003793022582463745), ('many', 0.0034151283039568), ('club', 0.0031908070762882864), ('season', 0.0031738671987376283), ('england', 0.0031471282910266467), ('time', 0.003120520147521778), ('match', 0.0031115679911416826), ('team', 0.0030943343897954236), ('united', 0.002888193498262306), ('first', 0.002799550334808324), ('real', 0.002679647930311002), ('public', 0.0026648078114923255), ('people', 0.002607871430833266), ('information', 0.0025987003758511295), ('game', 0.002578944185868261), ('player', 0.002495919329539837), ('new', 0.0022574482648589906), ('social', 0.002175148650811387), ('league', 0.0021661655061768754), ('goal', 0.0021555285357501763), ('galaxy', 0.002063881777455665), ('internet', 0.002051623954679282), ('football', 0.002032833128730023), ('entertainment', 0.002025333045581428), ('manchester', 0.0019722634759448223), ('madrid', 0.0019294293072951605), ('cup', 0.0019019816621528606), ('term', 0.001868507939205415), ('number', 0.0018309502253993045), ('second', 0.0017615025217547558), ('television', 0.0017324077782323315), ('celebrity', 0.0017315133420572023), ('games', 0.0016986538772638113), ('society', 0.0016762472138834126), ('part', 0.0016683644469735524), ('final', 0.0016517920726248135), ('personal', 0.0016501705213931663), ('content', 0.0016492848755356331), ('david', 0.0016252584331702936), ('players', 0.0015762525698070618), ('mls', 0.001575623746193733), ('class', 0.0015440128092661608), ('home', 0.0015349776627761825), ('year', 0.001512808493558269), ('value', 0.0014601056465153878), ('example', 0.0014572771700759215), ('january', 0.0014448795750385997), ('group', 0.0014231320363269607), ('mobile', 0.001414831037761581), ('infotainment', 0.00140946101633396), ('different', 0.0014008073513816935), ('july', 0.0013563794214139786), ('victoria', 0.0013312105865014565), ('milan', 0.0013140033254506465), ('way', 0.0013119514647141424), ('capital', 0.0013069816704557814), ('film', 0.0012979805417373876), ('others', 0.001296297038017749), ('british', 0.0012731855752441208), ('several', 0.0012615974787379858), ('music', 0.0012602010492176806), ('role', 0.001259863167476291), ('modern', 0.0012456460895650698), ('years', 0.0012449529310215846), ('sports', 0.0012426636116414245), ('form', 0.0012357811053016513), ('local', 0.0012251910539742557), ('major', 0.0012159516249370841), ('manager', 0.0012148379075778823), ('contract', 0.0012121961619813142), ('important', 0.001204976978674351), ('tv', 0.0011929565042775112), ('video', 0.0011881028160584137), ('london', 0.0011842644696556156), ('states', 0.0011772228297571299), ('business', 0.0011753382888512616), ('stories', 0.0011658355420602717), ('goals', 0.0011626067957244933), ('due', 0.0011567663148265089), ('human', 0.0011557828621185239), ('day', 0.0011540221452099907), ('record', 0.0011424451516650492), ('advertising', 0.0011411511046711567), ('national', 0.0011279377379850661), ('events', 0.0011211029435102542), ('march', 0.0011196943145841472), ('end', 0.0011062033199570186), ('assets', 0.0010961586185615285), ('title', 0.001091180834794682), ('broadcast', 0.001086495978413899), ('third', 0.0010858148509759798), ('journalism', 0.0010651388209141754), ('web', 0.001056374065919481), ('career', 0.001051713992495515), ('right', 0.0010499985826410106)]","[5796, 19641, 192617, 8618, 4906670, 333003, 15528045, 25247526]"
2,Arts & Entertainment>Comics & Animation,"[('comics', 0.019067807987447092), ('marvel', 0.009404497314301768), ('archie', 0.00806906857233548), ('comic', 0.006887238136473051), ('animation', 0.006280621460269283), ('characters', 0.005396873355207899), ('new', 0.005371702720310004), ('film', 0.005197428514176581), ('series', 0.0047207668235933545), ('company', 0.004662878807317439), ('first', 0.004453213897899451), ('book', 0.0040375154749400085), ('books', 0.0030826246156260935), ('titles', 0.002602954161171212), ('line', 0.002586549139620841), ('early', 0.0024906070007483633), ('images', 0.002427253908483417), ('story', 0.002418060632615124), ('time', 0.0023976685509629466), ('term', 0.002309259868286678), ('films', 0.0022809065846668454), ('different', 0.0022388913984183966), ('artist', 0.0022319820327103405), ('american', 0.0022271713819374274), ('disney', 0.002186985479762722), ('character', 0.0021695117817189897), ('goodman', 0.002127363188453429), ('many', 0.002124951885991692), ('magazine', 0.002116648933940568), ('imprint', 0.0020409320864706705), ('riverdale', 0.002031640470089726), ('publisher', 0.002030837540683168), ('japanese', 0.0019887405899906637), ('title', 0.001912511225964756), ('lee', 0.0019117522823179256), ('universe', 0.001894305853827234), ('strips', 0.0018689485314225891), ('superheroes', 0.0018502028797851668), ('success', 0.0018433830081059604), ('goldwater', 0.0018257225108601687), ('century', 0.0018209140681216512), ('popular', 0.001718065936244141), ('animators', 0.0016995056638668428), ('world', 0.0016763308565986693), ('artists', 0.0016501722384268582), ('john', 0.001643815441245167), ('computer', 0.0016422982917947658), ('spider-man', 0.0016298873945778491), ('feature', 0.0016130297182626796), ('heroes', 0.0016032780619606923), ('industry', 0.0015803322340807544), ('issue', 0.0015478223853362242), ('stories', 0.001538739507974412), ('original', 0.0015329260703198988), ('year', 0.0015253472196461114), ('superhero', 0.0015190853659879842), ('use', 0.001501190789950108), ('animated', 0.0014924272274212827), ('common', 0.001463423745597221), ('awards', 0.001440682214102346), ('show', 0.0014372098809060777), ('cartoons', 0.0014348829467785726), ('motion', 0.001429931788738244), ('group', 0.0014289063224337713), ('history', 0.0014194375168297803), ('york', 0.0013856725816572982), ('magazines', 0.0013839743157278684), ('japan', 0.0013768717287671488), ('movie', 0.00136718266162019), ('movement', 0.0013629194379390886), ('medium', 0.0013449422476218547), ('editor-in-chief', 0.0013431572590470115), ('america', 0.0013377787889315112), ('horror', 0.0013162516676009826), ('shield', 0.0013081784847184868), ('tv', 0.0013080866584589167), ('editor', 0.0013011787783949362), ('art', 0.0012822694284607414), ('work', 0.0012765420891617054), ('game', 0.0012686658866202872), ('image', 0.0012653891026942), ('single', 0.0012473498286429212), ('red', 0.0012463955149681998), ('picture', 0.001236070408930018), ('media', 0.0012276046964767176), ('digital', 0.0012025132389168497), ('public', 0.0011940686897842544), ('process', 0.001183139093187382), ('studios', 0.001182604178229138), ('mlj', 0.0011686604842388866), ('years', 0.0011686286866119837), ('several', 0.0011507592718203138), ('mccloud', 0.0011428494641851435), ('distribution', 0.0011392690073498183), ('andrews', 0.0011304505948456808), ('production', 0.0011301849062554479), ('black', 0.0011199372266514319), ('dc', 0.0011187113700751726), ('aguirre-sacasa', 0.0011137975402973495), ('sales', 0.0011136188050218788)]","[593, 60430, 145443, 20966, 28875875, 2840153, 11253147]"
3,Arts & Entertainment>Comics & Animation>Anime & Manga,"[('japan', 0.01570972731165419), ('japanese', 0.011775452693177937), ('anime', 0.00704227477115359), ('manga', 0.006598091257135744), ('animation', 0.004010080265489604), ('world', 0.0037435195155325505), ('series', 0.0032162823587291436), ('country', 0.002955857476999119), ('century', 0.0028948307923106313), ('period', 0.0028370365094820002), ('many', 0.0028121026405863777), ('popular', 0.002767373886791332), ('first', 0.0027369898935595376), ('comics', 0.0024280510534975615), ('work', 0.0022449364074784523), ('%', 0.0022024346389593503), ('war', 0.002152284822590876), ('people', 0.0021112645840399534), ('art', 0.0021063903779625155), ('artists', 0.0021006727219730556), ('international', 0.002034080521446283), ('western', 0.0019585963234198876), ('tokyo', 0.0019097034843954912), ('mecha', 0.0018810051966354619), ('major', 0.0018415021073436484), ('government', 0.0017867657431891914), ('percent', 0.0017651951294096943), ('american', 0.0017315061520290572), ('years', 0.0017230793922426264), ('national', 0.0017193472994220585), ('market', 0.0016990184863669385), ('early', 0.0016925833504841704), ('large', 0.0016390797154324456), ('industry', 0.001628333561649457), ('modern', 0.001601756009649073), ('new', 0.0015771616369909263), ('united', 0.0015426571168017102), ('countries', 0.0015215861867678452), ('largest', 0.0015080401311664251), ('television', 0.0014994051321541638), ('characters', 0.001487294455502403), ('states', 0.0014412212792481798), ('production', 0.0014374198818861742), ('day', 0.001417594950382209), ('style', 0.0014043249360256476), ('military', 0.0014026176839106077), ('system', 0.0013677147829306265), ('population', 0.0013441106490740048), ('studio', 0.001338585927047062), ('power', 0.0013252299621675564), ('u.s.', 0.0013245239899072347), ('foreign', 0.0012885467030547078), ('islands', 0.0012819767085528358), ('number', 0.0012753217334773334), ('culture', 0.0012733974728009105), ('china', 0.001263857727708082), ('magazines', 0.0012577273162558478), ('high', 0.001255221146265781), ('works', 0.0012386045560208244), ('companies', 0.0012376004412209135), ('political', 0.0012330066321843182), ('publishers', 0.0012218782838537166), ('artist', 0.0012195652462887797), ('books', 0.0012020773718292856), ('part', 0.0011901142925517267), ('emperor', 0.001182223103056496), ('year', 0.0011800812020669946), ('film', 0.0011707936372154666), ('chinese', 0.001170324845296288), ('popularity', 0.0011701496131028876), ('cartoons', 0.0011691257629669201), ('media', 0.001169095347947014), ('comic', 0.0011530700805772922), ('buddhism', 0.0011437219255303727), ('convention', 0.001120515846398485), ('children', 0.0011176275121427847), ('genre', 0.0011145069335323906), ('conventions', 0.0011130529219385492), ('example', 0.0011014406195504066), ('total', 0.0010726671608898527), ('several', 0.0010495988058083238), ('color', 0.001046946238772697), ('word', 0.0010285477751360882), ('different', 0.0010275448717052128), ('main', 0.0010227783918893686), ('space', 0.0010208817320463703), ('korea', 0.0009975606877833155), ('nation', 0.000995118799165708), ('cultural', 0.000993413626463676), ('state', 0.0009848269688938877), ('pacific', 0.0009844216919687714), ('security', 0.0009827279227437975), ('university', 0.0009809404610317326), ('variety', 0.0009760386701592217), ('water', 0.0009751093577260586), ('second', 0.0009695445572434627), ('traditional', 0.0009684069782880028), ('development', 0.0009639972984361427), ('use', 0.0009591413932542325), ('time', 0.0009562737608050004)]","[800, 184579, 15573, 18985, 22330602, 3127260, 2550650, 12250739]"
4,Arts & Entertainment>Comics & Animation>Cartoons,"[('cartoons', 0.009208087805952345), ('satire', 0.00841196187612352), ('cartoon', 0.007728753150799417), ('network', 0.006371394903761189), ('political', 0.003869443915320507), ('danish', 0.0037513986010043383), ('new', 0.0030992508277873725), ('denmark', 0.0029917153405644324), ('series', 0.002795202861385937), ('time', 0.002718110535347492), ('show', 0.00269682549133663), ('satirical', 0.0026929673433638314), ('muslims', 0.002487962192331393), ('animation', 0.002476530744306109), ('many', 0.002458457376623125), ('television', 0.002396370815681058), ('first', 0.0023940661658275603), ('public', 0.002288141642174379), ('society', 0.002134623222600518), ('people', 0.002113606940146947), ('newspaper', 0.0020360203390586786), ('jyllands-posten', 0.0019707433014163754), ('film', 0.001864313972992226), ('islamic', 0.0018299229499625232), ('century', 0.0018029182697234761), ('cartoonist', 0.0017695834557901603), ('islam', 0.0017295731045514004), ('muslim', 0.0017169253131683073), ('religious', 0.0017136009564939943), ('united', 0.001711434493848524), ('world', 0.0016873048475313814), ('social', 0.0016724129642698262), ('channel', 0.0016439133518039207), ('speech', 0.0016367227251063456), ('day', 0.0016178085635503814), ('controversy', 0.001572497958175217), ('original', 0.0015505362358154563), ('muhammad', 0.0015324821488999862), ('early', 0.001527565078896462), ('american', 0.001519452052205188), ('freedom', 0.0015160232256087878), ('comedy', 0.0015036674112501574), ('shows', 0.0014978252419883412), ('editorial', 0.0014884876132685318), ('example', 0.0014609864372242135), ('news', 0.0014425127353429547), ('work', 0.001437877250092379), ('government', 0.0014255900573905823), ('life', 0.0014243636276497398), ('cartoonists', 0.0014096039828162036), ('shorts', 0.0013802274575793337), ('comic', 0.0013638614431839187), ('modern', 0.0013403907371995541), ('countries', 0.0013263094542724611), ('examples', 0.0013199089077404913), ('satirist', 0.0013107764886727943), ('british', 0.001300344548989061), ('minister', 0.0012694296139060218), ('john', 0.0012619339894710442), ('popular', 0.0012585039947954817), ('book', 0.0012395542560028011), ('humor', 0.0012303207171833887), ('serious', 0.0012291992835948527), ('human', 0.0012281567670007524), ('high', 0.0012228612816169717), ('states', 0.001220648835736679), ('general', 0.0012118215146064133), ('term', 0.0011750718434133274), ('years', 0.0011706857671226567), ('february', 0.001159029215220094), ('warner', 0.0011552569140991637), ('expression', 0.0011529231281844536), ('various', 0.0011478693397787346), ('character', 0.0011442724394074048), ('way', 0.0011356000098533044), ('response', 0.0011352247388509758), ('story', 0.001127543880895383), ('thomas', 0.0011194944962866782), ('magazine', 0.001100934158816918), ('publication', 0.001072397336593784), ('group', 0.001071915607544086), ('humorous', 0.001071127771045004), ('programs', 0.0010548246019608794), ('children', 0.0010497702274154485), ('punch', 0.0010404147802744017), ('issue', 0.0010253874973765568), ('live-action', 0.0010186297101184218), ('block', 0.0010170321582338403), ('form', 0.0010168639325212983), ('media', 0.0010107098091251304), ('action', 0.0010016190628972285), ('party', 0.0009795892754593627), ('parody', 0.000972296019009803), ('programming', 0.0009720153237340451), ('several', 0.0009597615642975685), ('satiric', 0.0009596331551045492), ('issues', 0.0009583743484723866), ('january', 0.0009519827447909779), ('year', 0.0009499763715949829), ('great', 0.000936941544639949)]","[7165, 17279743, 247107, 26791, 205534, 7765099, 36702, 379058]"
5,Arts & Entertainment>Comics & Animation>Comics,"[('comics', 0.02182229417574103), ('dc', 0.014729690654941244), ('series', 0.009282887227703736), ('comic', 0.007607833746020943), ('new', 0.007463765359457403), ('tarzan', 0.007336168470772063), ('titles', 0.005458437660067811), ('book', 0.004730444207004826), ('many', 0.004289265282265103), ('issues', 0.003842268622071179), ('company', 0.003788839035385842), ('characters', 0.003739098310050833), ('story', 0.0035898272189655613), ('books', 0.003472455772589704), ('marvel', 0.003449864332864802), ('stories', 0.0033857805651260307), ('logo', 0.003296511796678723), ('issue', 0.003156635253846005), ('title', 0.0030243199890064862), ('superman', 0.0030203225800524095), ('character', 0.0030173709739975516), ('batman', 0.0027600820797850623), ('art', 0.0027472677869038007), ('first', 0.0026747042197719176), ('artist', 0.00249960604800495), ('adventure', 0.0024974160364034303), ('studies', 0.002492620686151445), ('work', 0.0024218474595896424), ('alternative', 0.0024097420705381416), ('strip', 0.0024010924486468107), ('university', 0.0024007582356534844), ('cover', 0.002200549780400274), ('feature', 0.002189018768730342), ('popular', 0.002110221307341155), ('early', 0.0021030368392142857), ('line', 0.002082049032595343), ('universe', 0.002017890391715091), ('years', 0.0019497593136249822), ('writer', 0.0019369893463647625), ('original', 0.0019202793171555787), ('creators', 0.0019075855864297744), ('graphic', 0.0018328319701729247), ('sales', 0.0018040096515595139), ('inc.', 0.0017947009716631156), ('industry', 0.0017662663579665436), ('burroughs', 0.0017578267103306058), ('warner', 0.001757557344512824), ('team', 0.0017522586070112566), ('time', 0.0017368230202342624), ('superhero', 0.0017143454317314311), ('press', 0.001711663630930147), ('publications', 0.0017000440056770467), ('green', 0.0016950932898206926), ('publishing', 0.0016845721444466526), ('rights', 0.0016694312040644432), ('conference', 0.0016590244954331457), ('dark', 0.0016401368648541969), ('film', 0.001620284360979889), ('international', 0.0016109290342895964), ('publishers', 0.0016063561200849229), ('use', 0.0015973921019596467), ('joe', 0.0015969224875074918), ('imprint', 0.001587022304237157), ('publisher', 0.0015847524943906426), ('image', 0.001584440671271814), ('national', 0.0015806852403119742), ('detective', 0.001568103672515208), ('editor', 0.0015634942690885075), ('magazine', 0.0015595293321422645), ('entertainment', 0.0015331707926655345), ('way', 0.001508760710941596), ('john', 0.0015031211416995155), ('artists', 0.0015006639213961076), ('age', 0.0014952406765876651), ('market', 0.0014771297077836216), ('novels', 0.0014727309130049384), ('independent', 0.0014600824446340769), ('underground', 0.0014591872977952865), ('legion', 0.0014556721869662561), ('version', 0.0014298933309190769), ('mainstream', 0.0014256036012070942), ('superheroes', 0.0014036396684716122), ('editions', 0.0013986371010824747), ('fans', 0.001392918375779109), ('february', 0.0013647965838217376), ('format', 0.0013501699174193376), ('major', 0.001331662125376115), ('individual', 0.0013162701703611059), ('world', 0.0012927535752678483), ('old', 0.0012874751042954529), ('page', 0.0012841461909662661), ('publication', 0.0012778081241883493), ('june', 0.0012739262916878257), ('material', 0.0012678385212464764), ('media', 0.0012648694173799857), ('johns', 0.0012642091050071237), ('name', 0.0012601764849611992), ('american', 0.0012469700885530664), ('star', 0.001239828116937625), ('april', 0.00122850347040357)]","[6231, 9105, 420060, 13680626, 25151891, 945039]"
6,Arts & Entertainment>Entertainment Industry,"[('entertainment', 0.013210920598900902), ('game', 0.007895490147577835), ('games', 0.007598419798824074), ('industry', 0.006428666029093793), ('example', 0.006380991523452212), ('many', 0.004668318865913322), ('video', 0.004638183447191956), ('sex', 0.004015912958897355), ('audience', 0.00376197617678984), ('world', 0.0035869799920772035), ('century', 0.0033662570843554546), ('music', 0.0032973753320995128), ('forms', 0.0032819093581457717), ('development', 0.0031995875319321696), ('film', 0.003085229274866836), ('public', 0.0030791177248369623), ('people', 0.0027186844149438816), ('dance', 0.0026608366853743603), ('popular', 0.0025471792270604287), ('media', 0.002520073477176439), ('time', 0.0024742521424440463), ('stories', 0.0024477661984176275), ('part', 0.0023814970785398194), ('sexual', 0.002374011091586744), ('form', 0.0023357742405164445), ('performance', 0.002310450504636852), ('audiences', 0.002303958632393579), ('theatre', 0.0022782875567986817), ('developers', 0.0022104981472190546), ('new', 0.0021928079081479134), ('important', 0.0021815938861842604), ('prostitution', 0.0021326953301110917), ('first', 0.002005652900594062), ('children', 0.0018448231568925103), ('pornography', 0.0018128250219295154), ('global', 0.0018093641567275755), ('cultural', 0.0017499014608363622), ('performances', 0.0016731252707038531), ('entertainments', 0.0016486414496418224), ('events', 0.0016422990868605748), ('countries', 0.001618741570433757), ('services', 0.0015988432210607122), ('largest', 0.0015974960854523933), ('others', 0.001575218005576217), ('console', 0.0015750560473262924), ('court', 0.0015626699439706794), ('law', 0.001562407180121288), ('series', 0.0015616607513564069), ('traditional', 0.00155600149894239), ('technology', 0.001547070721919473), ('television', 0.0015399144096919508), ('modern', 0.0015317386873611924), ('international', 0.0015285171813093365), ('sports', 0.0015047209401296926), ('times', 0.00149403211836042), ('women', 0.0014903964853506322), ('large', 0.0014808434662833027), ('work', 0.0014790907737710687), ('business', 0.0014594541602900146), ('use', 0.0014561247381084884), ('social', 0.0014515223623073348), ('type', 0.001448393920673103), ('films', 0.001424255365118786), ('years', 0.0014063321647127347), ('purpose', 0.0014045778861856999), ('activities', 0.00140454677658284), ('dances', 0.001395573746340184), ('animals', 0.0013849886476325285), ('various', 0.0013790113553686346), ('revenue', 0.0013748422227616826), ('different', 0.0013495588159675549), ('human', 0.001345224480274355), ('way', 0.0013328461879213622), ('show', 0.00132536274232482), ('publishers', 0.0012888022244144112), ('purposes', 0.0012859110880620228), ('men', 0.0012596028546734007), ('design', 0.0012449594604050029), ('sport', 0.0012366640745300138), ('tradition', 0.0012363908908257651), ('history', 0.0012277018316874703), ('home', 0.0012138618041729935), ('culture', 0.0012123493565664473), ('american', 0.001184175555720533), ('online', 0.00117679306328024), ('europe', 0.0011765755062756863), ('computer', 0.0011629683518869912), ('variety', 0.0011540144663339878), ('buildings', 0.0011515710482184677), ('players', 0.001151537388276314), ('create', 0.0011180292517469256), ('interactive', 0.001110803222541189), ('arts', 0.0011086910575374177), ('major', 0.0011078408933923643), ('city', 0.0010959092418505844), ('examples', 0.0010947080461298888), ('year', 0.0010935265033151888), ('play', 0.0010888724467357019), ('types', 0.0010877031028190284), ('fire', 0.0010798375968102138)]","[768817, 24056759, 9988, 28226, 20603860, 372478, 9262, 216003]"
7,Arts & Entertainment>Entertainment Industry>Film & TV Industry,"[('film', 0.017863440096703515), ('films', 0.008511518706227676), ('cinema', 0.005900521710221175), ('actors', 0.004576170746739779), ('camera', 0.004372577539692762), ('first', 0.0042517326663170886), ('industry', 0.0039780752087459565), ('movie', 0.003628074626695023), ('christian', 0.0035821749251975263), ('movies', 0.0034009460441092364), ('motion', 0.0033799805188808054), ('hollywood', 0.0029664247128924886), ('stage', 0.00294213131366527), ('image', 0.0029160644619058576), ('many', 0.002905935433636981), ('time', 0.002806945411461529), ('theatre', 0.0027544261146109418), ('world', 0.002739327763882805), ('studios', 0.0025085448531166656), ('actor', 0.002444076389304497), ('indian', 0.002441616982057984), ('shot', 0.002409946500408859), ('audience', 0.0023948906979801877), ('production', 0.0023665366721333063), ('new', 0.002323396299479843), ('century', 0.002172855349568653), ('digital', 0.0021407731328953127), ('women', 0.002086072773138899), ('picture', 0.0020006012416394084), ('cinematography', 0.0019791969232164806), ('popular', 0.001963302865865472), ('color', 0.001931842862587057), ('pictures', 0.0019313842823093248), ('company', 0.0019135191928552177), ('year', 0.0018612845431162412), ('early', 0.0018343049837438545), ('drama', 0.0018274371002882826), ('actress', 0.001788722048379867), ('directors', 0.0017244512491269718), ('international', 0.0016967522012035197), ('radio', 0.0016851504645614514), ('focus', 0.0016640742276307057), ('second', 0.001653620364221633), ('light', 0.0016277318375112991), ('effect', 0.0016144048121599786), ('plays', 0.0016072088710312458), ('photography', 0.0016060666539003722), ('cameras', 0.0016040467226874008), ('television', 0.001595257716943999), ('action', 0.0015757868968846046), ('largest', 0.0015743500522607404), ('studio', 0.0015730174858002894), ('different', 0.001572086228508619), ('feature', 0.0015685700140050632), ('large', 0.0015561752410443), ('person', 0.0015501647397993827), ('silent', 0.0015453220582580438), ('roles', 0.001539135872899193), ('years', 0.0014851478531182612), ('several', 0.0014823012416371201), ('number', 0.0014800128724267508), ('major', 0.0014751996700582046), ('audiences', 0.0014617465004524563), ('united', 0.001431327635262028), ('term', 0.0014236678381079188), ('part', 0.001407926142596584), ('use', 0.0014032306958888146), ('late', 0.001391016257085778), ('europe', 0.001381696178848584), ('states', 0.001371470443328653), ('terms', 0.0013666150781678251), ('nigerian', 0.0013500752612906233), ('role', 0.0013393472300275817), ('market', 0.0013304512254854652), ('earliest', 0.0013277636320621865), ('companies', 0.0013117645536428104), ('field', 0.0013067217586627685), ('country', 0.001292465889076055), ('male', 0.0012568925765194389), ('countries', 0.0012518087910040304), ('speed', 0.0012513033921715986), ('theaters', 0.0012506815680984294), ('example', 0.001244191944808083), ('period', 0.0012053591752576517), ('ratio', 0.0012031284930937303), ('video', 0.0011939194950638095), ('series', 0.0011894182745274574), ('productions', 0.0011810659011060928), ('tv', 0.0011596661678387942), ('life', 0.0011574887257095499), ('best', 0.0011573610226291412), ('india', 0.0011572684822926545), ('development', 0.0011507572308657166), ('female', 0.001144899942871607), ('screen', 0.0011446709250773227), ('festival', 0.0011065622329118356), ('stars', 0.0011053810240437584), ('home', 0.0011051324741406163), ('sound', 0.0011037885475328997), ('process', 0.0010998009204037347)]","[21504254, 933117, 195718, 21504235, 649481, 22297366, 164342]"
